업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
양지탕,레저/체육/공원,2623010100100599808,부산광역시,부산진구,양정동,,60-2,2623010100,2623057000,262304187552.0,양정로15번길,5,129.074706457834,35.1727175913324,N,,http://naver.me/G4roFZXU,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-08
목화사우나,레저/체육/공원,2623010100104450048,부산광역시,부산진구,양정동,,445-23,2623010100,2623056000,262303129032.0,전포대로246번길,35,129.067531757463,35.1588103754989,N,051-816-5509,http://naver.me/xxx02KPy,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-28
양정사우나,레저/체육/공원,2623010100103889920,부산광역시,부산진구,양정동,,389-7,2623010100,2623056000,262304187699.0,중앙대로909번길,25,129.069273934079,35.1723770666059,N,051-244-0011,http://naver.me/55ImJojy,N,Y,"구분,내부",N,N,N,N,N,2021-08-27
해천탕,레저/체육/공원,2623010100103419904,부산광역시,부산진구,양정동,,342-5,2623010100,2623056000,262303129046.0,진남로,525,129.072051794099,35.1707139156932,N,051-913-3400,http://naver.me/5pNsYpSh,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
우성스마트사우나,레저/체육/공원,2623010600100420096,부산광역시,부산진구,연지동,,42-4,2623010600,2623054000,262303129011.0,동평로,269,129.056696450213,35.1712259321626,N,051-808-3361,http://naver.me/Fye69N19,Y,Y,"구분,외부",N,Y,N,N,N,2021-10-29
대영목욕탕,레저/체육/공원,2623010600101720064,부산광역시,부산진구,연지동,,172,2623010600,2623054000,262304187232.0,동평로229번길,11,129.051856672988,35.1704166423993,N,051-804-2262,http://naver.me/IgTsexkm,N,Y,"구분,내부",N,Y,N,N,N,2021-09-16
동일탕,레저/체육/공원,2623010600100369920,부산광역시,부산진구,연지동,,37-14,2623010600,2623054000,262304187235.0,동평로275번길,30,129.056691859886,35.1724192662602,N,051-819-4248,http://naver.me/GZAaXesc,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-13
동일탕,레저/체육/공원,2623010600100369920,부산광역시,부산진구,연지동,,37-14,2623010600,2623054000,262304187235.0,동평로275번길,30,129.056691677932,35.1724154818556,N,051-819-4248,http://naver.me/xqf6CSpZ,Y,Y,"구분,내부",N,N,N,N,N,2021-10-29
문화목욕탕,레저/체육/공원,2623010600100100096,부산광역시,부산진구,연지동,,10-5,2623010600,2623054000,262304187458.0,성지로61번길,17,129.05366144085,35.1759657883613,N,051-558-2942,http://naver.me/xXrJcVq2,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-13
동천은행나무길,문화관광/명소,2623010200108689920,부산광역시,부산진구,전포동,,869-1,2623010200,2623060000,,,,129.062443211127,35.1558972958332,N,,http://naver.me/xgaRXiTf,N,N,,N,N,N,N,N,2021-11-01
황령산봉수대,문화관광/명소,2623010200200500224,부산광역시,부산진구,전포동,,산50-18,2623010200,2623060000,,,,129.081968037429,35.1571867890512,N,051-605-4065,http://naver.me/xTeT6TVN,Y,Y,"구분,외부",N,N,N,N,N,2021-11-22
전포동구상반려암,문화관광/명소,2623010200100120064,부산광역시,부산진구,전포동,,12-99,2623010200,2623061000,,,,129.072145199006,35.1630807147424,N,,"https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16,02670000,21&pageNo__=5_1_1_0&pageNo=1_1_2_0",N,N,,N,N,N,N,N,2021-10-22
대한적십자사 실내수영장,레저/체육/공원,2623010200106070016,부산광역시,부산진구,전포동,,607-1,2623010200,2623061000,262303129009.0,동성로,144,129.063539130712,35.1614080189963,N,051-818-7000,https://www.redcross.or.kr/busan/bizintroduce_rchall.do,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-17
천지탕,레저/체육/공원,2623010200100270080,부산광역시,부산진구,전포동,,27-285,2623010200,2623061000,262304187173.0,동성로112번나길,5,129.067827490187,35.1636613263103,N,051-805-7401,http://naver.me/F2vCzEZW,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-25
영진목욕탕,레저/체육/공원,2623010200101830144,부산광역시,부산진구,전포동,,183-24,2623010200,2623061000,262304187175.0,동성로118번길,8,129.066152235423,35.1604752676585,N,051-809-1411,http://naver.me/GROJNzK5,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
전포카페거리,문화관광/명소,2623010200108649984,부산광역시,부산진구,전포동,,865,2623010200,2623060000,,동천로,92,129.063015132835,35.1570347933033,N,,http://naver.me/5VelaJ0Q,N,N,,N,N,N,N,N,2021-11-01
보성탕,레저/체육/공원,2623010200103459840,부산광역시,부산진구,전포동,,346-24,2623010200,2623060000,262304187425.0,동평로127번길,16,129.043356348747,35.1670741647241,N,051-898-0056,http://naver.me/FrKYwvqP,N,Y,"구분,내부",N,Y,N,N,N,2021-10-13
구구롤러스케이트장,레저/체육/공원,2623010200106610176,부산광역시,부산진구,전포동,,661-2,2623010200,2623061000,262304187420.0,서전로37번길,25-9,129.063212649988,35.1587591662235,N,051-803-9997,https://blog.naver.com/cube7580222,N,Y,"구분,내부",N,N,N,N,N,2021-10-28
전리단길,문화관광/명소,2623010200106650112,부산광역시,부산진구,전포동,,665-14,2623010200,2623061000,262304187423.0,서전로47번길,20,129.064907412566,35.1587535112374,N,051-888-1291,http://www.busan.go.kr/news/storyreport/view?dataNo=63226&curPage=11,N,N,,N,N,N,N,N,2021-10-28
ILS수영클럽,레저/체육/공원,2623010100104289792,부산광역시,부산진구,전포동,,429-39,2623010200,2623061000,262303129034.0,양지로,54,129.071904514143,35.1651104652484,N,,http://naver.me/FT0vpbt6,Y,Y,"구분,내부",N,N,N,N,N,2021-10-25
한웅레포츠,레저/체육/공원,2623010200103620096,부산광역시,부산진구,전포동,,362-62,2623010200,2623060000,262302006005.0,전포대로,162,129.06590052001,35.1511403127857,N,051-803-4560,http://naver.me/GvkdAWE4,Y,Y,"구분,내부",N,N,N,N,N,2021-10-26
미스터독 스파,레저/체육/공원,2623010200106880000,부산광역시,부산진구,전포동,,688-24,2623010200,2623060000,262302006005.0,전포대로,205,129.064974873245,35.1549163940375,N,051-851-1291,http://www.instagram.com/mr_dog_spa/,N,Y,"구분,내부",N,N,N,N,N,2021-10-28
목화사우나,레저/체육/공원,2623010200101980160,부산광역시,부산진구,전포동,,198-12,2623010200,2623061000,262304187669.0,전포대로246번길,35,129.067531203997,35.1588063187955,N,051-816-5509,http://naver.me/xxx02KPy,Y,Y,"구분,내부",N,Y,N,Y,N,2021-11-01
에메랄드스파24시사우나,레저/체육/공원,2623010200108760064,부산광역시,부산진구,전포동,,876-4,2623010200,2623061000,262302000010.0,중앙대로,786,129.063090926093,35.1615433647495,N,051-818-8818,http://naver.me/IIqaGckB,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-17
청수탕,레저/체육/공원,2623010200103301120,부산광역시,부산진구,전포동,,330-1242,2623010200,2623060000,262303129046.0,진남로,302,129.07302999197,35.1522411282197,N,,http://naver.me/GC2xZBTg,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
황령산레포츠공원,레저/체육/공원,2623010200200359936,부산광역시,부산진구,전포동,,산36,2623010200,2623060000,262304187728.0,진남로328번길,99,129.076123146249,35.1570998839019,N,051-605-4128,https://sports.busanjin.go.kr/subpage/index/72,Y,Y,"구분,외부",N,N,N,N,N,2021-08-24
조은목욕탕,레저/체육/공원,2623010200101910016,부산광역시,부산진구,전포동,,191-265,2623010200,2623061000,262304187730.0,진남로356번길,75,129.071994442122,35.1590637675838,N,,http://naver.me/GulpqsIj,Y,Y,"구분,내부",N,N,N,Y,N,2021-08-24
조은목욕탕,레저/체육/공원,2623010200101910016,부산광역시,부산진구,전포동,,191-265,2623010200,2623061000,262304187730.0,진남로356번길,75,129.071978473567,35.1590383692391,N,,http://naver.me/GulpqsIj,Y,Y,"구분,내부",N,N,N,N,N,2021-10-25
백수탕,레저/체육/공원,2623010200103779840,부산광역시,부산진구,전포동,,378-24,2623010200,2623060000,262304006025.0,황령대로74번길,26,129.067367024157,35.1486571644605,N,051-804-0317, http://naver.me/xw6JVAfh,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
부산어린이대공원,문화관광/명소,2623010700100429824,부산광역시,부산진구,초읍동,,43,2623010700,2623055000,262303129028.0,새싹로,295,129.042634866417,35.1887902775421,N,051-860-7848,https://www.bisco.or.kr/bschildpark/,Y,Y,"구분,내부",Y,Y,N,Y,N,2021-09-16
성지대중탕,레저/체육/공원,2623010700102709760,부산광역시,부산진구,초읍동,,271-20,2623010700,2623055000,262303129024.0,새싹로,201,129.048867940432,35.1740958607389,N,051-803-5563,http://naver.me/GGhws5Ss,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
숲체험학습센터,레저/체육/공원,2623010700100429824,부산광역시,부산진구,초읍동,,43,2623010700,2623055000,262303129028.0,새싹로,295,129.040599053014,35.1895428014829,N,051-860-7841,http://naver.me/G8gLvMmn,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
부산광역시학생교육문화회관,레저/체육/공원,2623010700100429824,부산광역시,부산진구,초읍동,,43-1,2623010700,2623055000,262303129028.0,성지곡로,15,129.046688004234,35.1840962965549,N,051-605-5114,https://home.pen.go.kr/becs,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
부산광역시학생교육문화회관,레저/체육/공원,2623010700100429824,부산광역시,부산진구,초읍동,,43-1,2623010700,2623055000,262303129028.0,성지곡로,15,129.046697893253,35.1841081615923,N,051-605-5114,https://real.becs.kr/main.asp,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
필사우나,레저/체육/공원,2623010700101029888,부산광역시,부산진구,초읍동,,103-6,2623010700,2623055000,262304187429.0,성지곡로12번길,20,129.048650670965,35.1834171867687,N,051-819-5572,http://naver.me/5uxbGZxS,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
정현,레저/체육/공원,2623010700101029888,부산광역시,부산진구,초읍동,,103-6,2623010700,2623055000,262304187429.0,성지곡로12번길,20,129.048679631966,35.1834502659283,N,,http://naver.me/xdIYebKI,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
초읍탕,레저/체육/공원,2623010700104280064,부산광역시,부산진구,초읍동,,428-1,2623010700,2623055000,262304187436.0,성지로104번길,59,129.053119252173,35.1817111898377,N,051-816-9700,http://naver.me/xC62PUZ8,N,Y,"공용,내부",N,Y,N,N,N,2021-11-02
천옥탕,레저/체육/공원,2623010700102629888,부산광역시,부산진구,초읍동,,263-3,2623010700,2623055000,262304187446.0,성지로153번길,124,129.049084248896,35.1763465688153,N,051-807-7869,http://naver.me/Fwnl2ZZZ,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
억수라돈탕,레저/체육/공원,2623010700102490112,부산광역시,부산진구,초읍동,,249-16,2623010700,2623055000,262304187464.0,성지로83번길,36,129.051866349592,35.1771477291549,N,051-808-0558,http://naver.me/Gw54B4qE,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
행복한목욕탕,레저/체육/공원,2623010700102300160,부산광역시,부산진구,초읍동,,230-12,2623010700,2623055000,262303129039.0,초읍천로,113-3,129.046285467044,35.1820592106967,N,051-808-0700,http://naver.me/xQOpbijv,N,Y,"구분,내부",N,Y,N,Y,N,2021-10-28
성지곡탕,레저/체육/공원,2623010700102720000,부산광역시,부산진구,초읍동,,272-1,2623010700,2623055000,262304187781.0,초읍천로108번길,74,129.04697725644,35.1783823715905,N,051-505-1236,http://naver.me/FyekOGDF,Y,Y,"구분,내부",N,N,N,N,N,2021-11-02
구포만세역사테마거리,문화관광/명소,2632010500111529984,부산광역시,북구,구포동,,1153,2632010500,2632051000,,,,129.000260976019,35.2079994827211,N,,http://naver.me/G7K7LJis,N,N,,N,N,N,N,N,2021-11-04
화목목욕탕,레저/체육/공원,2632010500110539776,부산광역시,북구,구포동,,1054-7,2632010500,2632052000,263204196009.0,가람로8번길,16-9,128.99604215852,35.2032678436889,N,,http://naver.me/5jAI8THN,Y,Y,"구분,내부",N,N,N,N,N,2021-10-28
화목탕,레저/체육/공원,2632010500110539776,부산광역시,북구,구포동,,1054-5,2632010500,2632052000,263204196009.0,가람로8번길,8,128.995794535001,35.2032722558938,N,,http://naver.me/FvnkaTJE,N,Y,"구분,내부",N,N,N,N,N,2021-11-04
대성목욕탕,레저/체육/공원,2632010500109270016,부산광역시,북구,구포동,,927-20,2632010500,2632052000,263203132003.0,구남언덕로,29,128.996185164447,35.2013928012398,N,051-335-9341,http://naver.me/GY2ShEwX,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
대성탕,레저/체육/공원,2632010500109270016,부산광역시,북구,구포동,,927-20,2632010500,2632052000,263203132003.0,구남언덕로,29,128.996195611886,35.2013814921584,N,051-335-9341,http://naver.me/G8UTWfNv,N,Y,"구분,내부",N,N,N,N,N,2021-11-05
쉼터찜질방,레저/체육/공원,2632010500105990144,부산광역시,북구,구포동,,599-29,2632010500,2632051000,263204196028.0,구포시장3길,17,129.004184843771,35.2081677166275,N,051-342-8282,http://naver.me/xuIdv950,N,Y,"구분,내부",N,Y,N,N,N,2021-10-21
쉼터찜질방,레저/체육/공원,2632010500105990144,부산광역시,북구,구포동,,599-29,2632010500,2632051000,263204196028.0,구포시장3길,17,129.004196785269,35.2081540441242,N,,http://naver.me/G3Jms4XL,N,Y,"구분,내부",N,N,N,N,N,2021-11-05
수용탕,레저/체육/공원,2632010500106540032,부산광역시,북구,구포동,,654-3,2632010500,2632051000,263204196034.0,구포시장길,76,129.003123276583,35.2059417582078,N,051-332-8424,http://naver.me/I5FORyHi,N,Y,"구분,내부",N,Y,N,N,N,2021-11-04
약초골목,문화관광/명소,2632010500105979904,부산광역시,북구,구포동,,598-6,2632010500,2632051000,263204196034.0,구포시장길,10,129.003274239007,35.2089049128307,N,,http://naver.me/5izMUqrl,N,N,,N,N,N,N,N,2021-11-05
솔로몬로파크,문화관광/명소,2632010500107820032,부산광역시,북구,구포동,,782-43,2632010500,2632052000,263203006026.0,낙동북로,755,129.002011251575,35.2007817671547,N,051-330-4000,http://solomonbs.lawnorder.go.kr/index.do,Y,Y,"구분,내부",N,N,N,Y,N,2021-11-04
보원목욕탕,레저/체육/공원,2632010500104130048,부산광역시,북구,구포동,,413-15,2632010500,2632052000,263204196106.0,낙동북로663번나길,45,128.999691008239,35.2057567604222,N,051-363-9788,http://naver.me/FQaziqNn,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-14
보원목욕탕,레저/체육/공원,2632010500104130048,부산광역시,북구,구포동,,413-15,2632010500,2632052000,263204196106.0,낙동북로663번나길,45,128.999691008239,35.2057567604222,N,051-363-9788,http://naver.me/FQaziqNn,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-28
환경사랑홍보교육관,문화관광/명소,2632010500109859840,부산광역시,북구,구포동,,986-8,2632010500,2632052000,263204196108.0,낙동북로681번길,34,129.000507000593,35.2014414648562,N,051-366-3612,https://www.keco.or.kr:7979/ecolove,Y,Y,"구분,내부",N,N,N,Y,N,2021-11-05
청유탕,레저/체육/공원,2632010500111980032,부산광역시,북구,구포동,,1198-33,2632010500,2632051000,263204196125.0,덕천로28번길,45,129.008876846872,35.2057014008577,N,,http://naver.me/GkKxfU3i,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
좋은물금수사우나,레저/체육/공원,2632010500108480000,부산광역시,북구,구포동,,848-19,2632010500,2632052100,263203132009.0,모분재로,127,129.010558965972,35.1977056993953,N,051-337-1589,http://naver.me/FslVe1yW,N,Y,"구분,내부",N,Y,N,Y,N,2021-11-02
코아목욕탕,레저/체육/공원,2632010500111960064,부산광역시,북구,구포동,,1196-4,2632010500,2632051000,263204196213.0,모분재로23번길,6,129.006511455204,35.2053389311257,N,,http://naver.me/FlJL5s0m,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-04
마린클럽 구포현대수영장,레저/체육/공원,2632010500111029760,부산광역시,북구,구포동,,1103-2,2632010500,2632052000,263202006008.0,백양대로,1003,128.993266944628,35.1964432833559,N,070-8240-2018,http://blog.naver.com/tepasa1,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
구포현대수영센터,레저/체육/공원,2632010500111029760,부산광역시,북구,구포동,,1103-2,2632010500,2632052000,263202006008.0,백양대로,1003,128.993214017419,35.1964380756581,N,070-8240-2018,http://blog.naver.com/tepasa1,Y,Y,"구분,내부",N,Y,N,Y,N,2021-11-04
마린클럽구포현대수영장,레저/체육/공원,2632010500111029760,부산광역시,북구,구포동,,1103-2,2632010500,2632052000,263202006008.0,백양대로,1003,128.993290543009,35.1964303697415,N,070-8240-2018,http://blog.naver.com/tepasa1,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
청정탕,레저/체육/공원,2632010500110859776,부산광역시,북구,구포동,,1086,2632010500,2632052000,263204196218.0,백양대로1015번길,20,128.993860145979,35.1969753994899,N,051-332-2666,http://naver.me/FpXRbXuX,N,Y,"구분,내부",N,Y,N,N,N,2021-11-03
생수탕,레저/체육/공원,2632010500109049856,부산광역시,북구,구포동,,905-19,2632010500,2632052000,263204196228.0,백양대로1050번길,27,128.99795328028,35.1984115821049,N,051-334-7557,http://naver.me/GUvMObhH,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
제일탕,레저/체육/공원,2632010500106100224,부산광역시,북구,구포동,,610-6,2632010500,2632051000,263204196247.0,백양대로1172번길,5,129.005303827938,35.2067762403849,N,051-333-2526,http://naver.me/Fa30FQje,N,Y,"구분,내부",N,Y,N,N,N,2021-11-04
백조탕,레저/체육/공원,2632010500112480256,부산광역시,북구,구포동,,1248-9,2632010500,2632052100,263203132012.0,시랑로,160,129.012823040554,35.1959031546064,N,051-333-9286,http://naver.me/GNygLSBZ,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
진성탕,레저/체육/공원,2632010500112359936,부산광역시,북구,구포동,,1236-8,2632010500,2632052100,263203132012.0,시랑로,149,129.011607970586,35.1958288914467,N,051-333-3884,http://naver.me/G4rK9Z2Z,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
태양탕,레저/체육/공원,2632010500112180224,부산광역시,북구,구포동,,1218-11,2632010500,2632052100,263203132012.0,시랑로,70,129.005442047448,35.1994400255704,N,051-332-2502,http://naver.me/xE1hfnV9,N,Y,"구분,내부",N,N,N,N,N,2021-11-04
수정탕,레저/체육/공원,2632010500112339968,부산광역시,북구,구포동,,1234-9,2632010500,2632052100,263204196301.0,시랑로131번길,32,129.01087371242,35.1967540009247,N,051-338-8013,http://naver.me/xXr1RgVY,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-03
녹천탕,레저/체육/공원,2632010500107449856,부산광역시,북구,구포동,,745-11,2632010500,2632051000,263204196320.0,시랑로36번길,16,129.003559055843,35.2023311738038,N,051-336-7309,http://naver.me/G7K7psQE,N,Y,"구분,내부",N,Y,N,N,N,2021-11-03
맑은샘대중사우나,레저/체육/공원,2632010500112220160,부산광역시,북구,구포동,,1222-24,2632010500,2632052100,263204196326.0,시랑로79번길,17,129.007249848346,35.1988234624158,N,051-338-8801,http://naver.me/FrK0HoQt,Y,Y,"구분,내부",N,Y,N,Y,N,2021-11-01
맑은샘대중사우나,레저/체육/공원,2632010500112220160,부산광역시,북구,구포동,,1222-24,2632010500,2632052100,263204196326.0,시랑로79번길,17,129.007178690646,35.1990622828836,N,051-338-8801,http://naver.me/FrK0HoQt,Y,Y,"구분,내부",N,N,N,Y,N,2021-11-04
맑은샘,레저/체육/공원,2632010500112220160,부산광역시,북구,구포동,,1222-24,2632010500,2632052100,263204196326.0,시랑로79번길,17,129.007178690646,35.1990622828836,N,,http://naver.me/FrK0HoQt,N,N,,N,N,N,N,N,2021-11-04
부건탕,레저/체육/공원,2632010500112269824,부산광역시,북구,구포동,,1227-14,2632010500,2632052100,263204196327.0,시랑로83번길,40-8,129.007871545786,35.1972784776185,N,051-335-2882,http://naver.me/Ft8IWj2S,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
금수목욕탕,레저/체육/공원,2632010500105889792,부산광역시,북구,구포동,,589-27,2632010500,2632051000,263204196331.0,약초골목길,29,129.002910735211,35.2081124046993,N,051-334-8525,http://naver.me/FJHePoFL,N,Y,"구분,내부",N,Y,N,N,N,2021-09-16
금수목욕탕,레저/체육/공원,2632010500105889792,부산광역시,북구,구포동,,589-27,2632010500,2632051000,263204196331.0,약초골목길,29,129.002920744515,35.2081130918794,N,051-334-8525,http://naver.me/x0a0qiq9,N,Y,"구분,내부",N,N,N,N,N,2021-11-05
구구롤러스케이트장,레저/체육/공원,2632010100118739968,부산광역시,북구,금곡동,,1874-3,2632010100,2632053000,263202132001.0,금곡대로,469,129.011224144411,35.2500663994711,N,051-365-3999,https://www.instagram.com/99roller/,Y,Y,"구분,내부",Y,Y,Y,Y,N,2021-10-21
월드볼링장,레저/체육/공원,2632010100113299968,부산광역시,북구,금곡동,,1330-1,2632010100,2632053000,263202132001.0,금곡대로,458,129.01329700901,35.2491186039407,N,051-361-1600,http://naver.me/FeOiYRyd,Y,Y,"구분,내부",N,N,N,N,N,2021-10-14
수정목욕탕,레저/체육/공원,2632010100118880256,부산광역시,북구,금곡동,,1888,2632010100,2632053000,263203132027.0,화명신도시로,228,129.011325630379,35.2443188636913,N,,http://naver.me/GjRbhyQL,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
새천년탕,레저/체육/공원,2632010100100570112,부산광역시,북구,금곡동,,57-4,2632010100,2632053000,263203132022.0,효열로,230,129.020165647075,35.2641872103074,N,051-362-2000,https://m.linktoplace.com/?action=view&no=396,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-04
금곡탕,레저/체육/공원,2632010100102249984,부산광역시,북구,금곡동,,225-2,2632010100,2632053000,263204196397.0,효열로235번길,31,129.018681830495,35.2652415133009,N,,http://naver.me/G3JYADGv,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
용화목욕탕,레저/체육/공원,2632010100100550144,부산광역시,북구,금곡동,,55-8,2632010100,2632053000,263204196398.0,효열로275번길,28,129.017758638907,35.2661550586362,N,051-362-3755,http://naver.me/58HxmzEO,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
구포왜성,문화관광/명소,2632010400200929792,부산광역시,북구,덕천동,,산93,2632010400,2632056000,,,,129.007377892405,35.2169530186099,N,051-309-4062,http://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=2332100060000&pageNo=1_1_1_1,N,N,,N,N,N,N,N,2021-11-22
화명생태공원,레저/체육/공원,2632010400107630080,부산광역시,북구,덕천동,,763-5,2632010400,2632056000,,,,129.002092647875,35.2224576654815,N,051-364-4127,https://www.busan.go.kr/nakdong/hwamyungpark01,Y,Y,"공용,외부",N,N,N,N,N,2021-11-05
화명생태공원화명워터아일랜드눈썰매장,레저/체육/공원,2632010400107630080,부산광역시,북구,덕천동,,763-5,2632010400,2632056000,,,,129.002096555265,35.2224729442974,N,051-333-3238,http://naver.me/5mYNrHfo,N,N,,N,N,N,N,N,2021-11-02
포시즌파크화명,레저/체육/공원,2632010400107630080,부산광역시,북구,덕천동,,763-29,2632010400,2632056000,,,,129.002378752401,35.2150659870129,N,051-333-3238,http://blog.naver.com/4sphm,Y,Y,"구분,내부",Y,N,N,Y,N,2021-11-05
화명생태공원민속놀이마당,문화관광/명소,2632010400105990144,부산광역시,북구,덕천동,,599,2632010400,2632056000,,,,129.004130369,35.2238580686414,N,051-364-4127,http://www.busan.go.kr/nakdong/hwamyungpark01,Y,Y,"구분,외부",N,N,N,Y,N,2021-11-04
포시즌파크화명야외수영장,레저/체육/공원,2632010400105970176,부산광역시,북구,덕천동,,597-4,2632010400,2632056000,,,,129.003241996784,35.2224800011559,N,051-333-3238,http://blog.naver.com/4sphm,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
화명생태공원,레저/체육/공원,2632010400107630080,부산광역시,북구,덕천동,,763,2632010400,2632056000,263202006016.0,강변대로,1629,129.00305781241,35.2247656060696,N,051-364-4127,http://www.busan.go.kr/nakdong/hwamyungpark01,Y,Y,"구분,외부",N,N,N,Y,N,2021-11-22
화명수상레포츠타운,레저/체육/공원,2632010400107630080,부산광역시,북구,덕천동,,763,2632010400,2632056000,263202006016.0,강변대로,1629,129.000567282391,35.2222306282407,N,051-364-1993,http://naver.me/xC62Y2XD,N,N,,N,N,N,N,N,2021-11-04
덕천동젊음의거리,문화관광/명소,2632010400103269888,부산광역시,북구,덕천동,,327,2632010400,2632056000,263202132001.0,금곡대로,14,129.00709031867,35.209895574457,N,,http://naver.me/x35rLXgZ,N,N,,N,N,N,N,N,2021-10-28
극단해풍,레저/체육/공원,2632010400104339968,부산광역시,북구,덕천동,,434,2632010400,2632056000,263204196065.0,금곡대로46번길,50,129.005789050759,35.2134987230121,N,070-7346-7146,http://naver.me/xbwTYXEK,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
레인보우스퀘어락볼링센터,레저/체육/공원,2632010400103969792,부산광역시,북구,덕천동,,397-1,2632010400,2632056000,263204196074.0,금곡대로8번길,33,129.007209593093,35.2115223922622,N,051-343-9678,http://naver.me/F4NtMQHT,Y,Y,"구분,내부",N,N,N,N,N,2021-10-29
리치웰휘트니스덕천스파,레저/체육/공원,2632010400103969792,부산광역시,북구,덕천동,,397-1,2632010400,2632056000,263204196074.0,금곡대로8번길,33,129.00722335337,35.2115060821604,N,051-997-5601,http://naver.me/x4biFohF,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-29
레인보우스퀘어락볼링장,레저/체육/공원,2632010400103969792,부산광역시,북구,덕천동,,397-1,2632010400,2632056000,263204196074.0,금곡대로8번길,33,129.007221211711,35.2115090841306,N,051-343-9678,http://naver.me/F4NtMQHT,Y,Y,"구분,내부",N,N,N,N,N,2021-10-29
아주탕,레저/체육/공원,2632010400103690240,부산광역시,북구,덕천동,,369-1,2632010400,2632055000,263204196076.0,기찰로129번길,52,129.021793749315,35.2145895780495,N,051-334-8586,http://naver.me/FzHMuYoK,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
반도탕,레저/체육/공원,2632010400104130048,부산광역시,북구,덕천동,,413-17,2632010400,2632056000,263204196249.0,덕천2길,93,129.010198676599,35.2102275763977,N,051-342-6052,http://naver.me/FdsvpCTF,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
광진탕,레저/체육/공원,2632010400108000256,부산광역시,북구,덕천동,,800-13,2632010400,2632056000,263204196211.0,모분재로15번길,110,129.011993498737,35.2073836827281,N,051-337-9734,http://naver.me/GxOv7riL,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
수정탕,레저/체육/공원,2632010400104500224,부산광역시,북구,덕천동,,450-11,2632010400,2632056000,263203132005.0,시랑로131번길,32,129.010879824246,35.1967586370855,N,051-338-8013,http://naver.me/xXr1RgVY,N,Y,"구분,내부",N,Y,N,N,N,2021-11-05
락클라이밍센터,레저/체육/공원,2632010400103370240,부산광역시,북구,덕천동,,337-1,2632010400,2632055000,263203132018.0,의성로,79,129.010102652461,35.2135011560555,N,051-331-8382,https://cafe.daum.net/Rock2005,N,N,,N,N,N,N,N,2021-10-28
동민사우나헬스,레저/체육/공원,2632010400104110080,부산광역시,북구,덕천동,,411-3,2632010400,2632055000,263204196349.0,의성로109번길,38,129.012945423963,35.2112174124686,N,051-364-5901,http://naver.me/5kL4NTsl,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-14
