keyword,isinTrue,cluster
해운대초량밀면 해운대점,덜하다 호되다 귀찮다 어둡다 쎄다 따시다 귀엽다 예뿌다 나쁘다 낫다  지나치다 슬프다 싱겁다 조다 맛나다 맵다 저렇다 멀다 춥다 엄청나다 굵다 가깝다 차갑다 어이없다 가볍다 까지다 강하다 수많다 알차다 빠르다 젊다 착하다 뜨근하다 똑같다 진하다 어렵다 뜨겁다 정신없다 깊다 배부르다 저리다 맑다 좁다 질기다 흔하다 더우다 싫다 야무지다 무섭다 드세다 솔찮다 고맙다 요렇다 배고프다 얄궂다 두껍다 밝다 검다 맛없다 급하다 나다 부드럽다 까맣다  아깝다 재미나다 얇다 문제없다 고프다 이렇다 멋있다 슴슴하다 지겹다 비싸다 잘다 싸다 적다 즐겁다 흐리다 덥다 힘겹다,1
해운대해수욕장,틀리다 옛스럽다 귀찮다 두서없다 나쁘다 파라다 낡다  어떠다 드높다 옹골차다 설다 저렇다 찐하다 해맑다 뜬금없다 빨가다 차갑다 이쁘다 못지않다 조그맣다 알차다 번거롭다 존다 젊다 값지다 따갑다 곧다 값싸다 무덥다 름없다 느리다 새카맣다 곱다 낮다 희뿌옇다 속상하다 사이좋다 아름답다 쑥쓰럽다 특출나다 게으르다 맛없다 야하다 틀림없다 고르다 재미나다 스럽다 뒤늦다 거세다 지겹다 벅차다 뿌옇다 놀랍다 부러우다 깜다 찰지다 비리다 아쉬우다 앙증맞다 싶다 쓸데없다 주옥같다 단촐하다 주의깊다 징그럽다 추우다 어두우다 세차다 비좁다 차질다 무디다 애처롭다 지나치다 넒다 영락없다 둥글다 짜다 맛나다 붉다 심심찮다 눅다 멀다 부끄럽다 구다 푸르다 힘차다 정겹다 어이없다 가느다 매섭다 해로우다 어려우다 남부럽다 묘하다 쩔다 덩그러다 지대다 기차다 진하다 똑같다 어렵다 목마르다 옴팡지다 어떻다 잦다 그르다 상관없다 맑다 좁다 질기다 귀여우다 잘나다 빨갛다 무섭다 버겁다 힘드다 너그럽다 고맙다 배고프다 어딨다 무지하다 새롭다 급하다 아까우다 하얗다 활기차다 뚜껍다 뻔질나다 아깝다 과하다 모지다 오래다 이렇다 희다 아프다 쎼다 그지없다 슴슴하다 오지다 뻔하다 흐드러지다 아푸다 자리다 차지다 빡세다 덥다 환하다 어지럽다 어둡다 갑작스럽다 즐거다 예뿌다 짙다 편히다 잽싸다 시답다 얼큰하다 두렵다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 뜻깊다 조다 갓다 맵다 춥다 인상깊다 맛깔지다 우연찮다 더러우다 굵다 뻘겋다 후지다 시끄럽다 읎다 드물다 미끄러우다 좁디좁다 앙하다 파랗다 가깝다 궂다 퍼렇다 반갑다 뜨거우다 드럽다 멋들어지다 가볍다 수많다 멋지다 굳다 기름지다 빠르다 부드러우다 생뚱맞다 얕다 조렇다 그릏다 변함없다 정신없다 거칠다 보드랍다 더럽다 넓디넓다 배부르다 약하다 저리다 습하다 싫다 더우다 길다랗다 시리다 줄기차다 업다 드세다 동그랗다 심하다 흥겹다 두껍다 예뻤다 밝다 쨍하다 훤하다 귀하다 부드럽다 죠다 까맣다 저깄다 재미없다 고프다 낯설다 옳다 노랗다 푸르르다 시다 새차다 비싸다 걸죽하다 뜨다 잘다 여리다 남다르다 적다 옹골지다 즐겁다 흐리다 힘겹다 달큰하다 겉다 찹다 바르다 쎄다 귀엽다 어리석다 차다 커다랗다 낫다 독하다 소용없다 볼품없다 재미있다 가늘다 가파르다 싱겁다 기다랗다 옅다 엄청나다 휑하다 눈부시다 아무렇다 외롭다 재빠르다 걸맞다 간지럽다 참하다 강하다 알맞다 멀겋다 대수롭다 잇다 새까맣다 착하다 빨다 쫀쫀하다 뜨겁다 감명깊다 놉다 가냘프다 웁다 개르다 손색없다 깊다 단조롭다 특별나다 흔하다 바쁘다 섭하다 색다르다 야무지다 우습다 벌겋다 실하다 무서우다 검다 쿠리다 거하다 나다 순하다  무겁다 얇다 물렁하다 끊임없다 정답다 형편없다 멋있다 슬푸다 안타깝다 귀찬다 부럽다 싸다 그립다 드넓다 세다 똥그랗다 가까우다,0
해운대해양레저축제,환하다 따시다 귀엽다 나쁘다 차다 낫다  드높다 지나치다 재미있다 겹다 붉다 갓다 심심찮다 멀다 부끄럽다 춥다 엄청나다 푸르다 눈부시다 시끄럽다 드물다 힘차다 가깝다 반갑다 차갑다 캄캄하다 이쁘다 걸맞다 가볍다 강하다 알맞다 수많다 멋지다 알차다 어려우다 빠르다 젊다 따갑다 진하다 똑같다 어렵다 뜨겁다 놉다 어떻다 잦다 손색없다 깊다 배부르다 단조롭다 맑다 질기다 좁다 곱다 바쁘다 싫다 색다르다 빨갛다 무섭다 고맙다 심하다 아름답다 밝다 맛없다 새롭다 검다 급하다 하얗다 까맣다  아깝다 재미나다 얇다 고프다 이렇다 머지않다 노랗다 멋있다 비싸다 부럽다 잘다 싸다 부러우다 고되다 그립다 드넓다 아쉬우다 세다 적다 앙증맞다 즐겁다 역겹다 흐리다 덥다,2
해월정,아름다우다 틀리다 쪼그맣다 환하다 귀찮다 겉다 어둡다 찹다 쎄다 청승맞다 따시다 귀엽다 갑작스럽다 얄짤없다 예뿌다 짙다 나쁘다 차다 커다랗다 낫다 세차다  대차다 두렵다 촌스럽다 지나치다 하찮다 영락없다 재미있다 까다롭다 가파르다 짜다 설다 붉다 맛나다 옅다 맵다 심심찮다 저렇다 부끄럽다 멀다 춥다 엄청나다 푸르다 찐하다 굵다 뜬금없다 파랗다 가깝다 반갑다 차갑다 이쁘다 거침없다 걸맞다 뛰어나다 못지않다 가볍다 안쓰럽다 경이롭다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 알차다 빠르다 존다 젊다 덩그러다 값지다 얕다 똑같다 진하다 어렵다 험하다 어떻다 정신없다 잦다 거칠다 마땅찮다 손색없다 름없다 깊다 상관없다 배부르다 저리다 약하다 맑다 느리다 좁다 흔하다 곱다 낮다 바쁘다 더우다 싫다 부질없다 시뻘겋다 색다르다 야무지다 무섭다 버겁다 힘드다 드세다 동그랗다 고맙다 사이좋다 심하다 흥겹다 아름답다 두껍다 무지하다 밝다 맛없다 검다 새롭다 쨍하다 급하다 하얗다 부드럽다 나다 활기차다  아깝다 고르다 얇다 과하다 고프다 끊임없다 외로우다 오래다 뒤늦다 이렇다 희다 아프다 재수없다 거세다 멋있다 감질나다 지겹다 안타깝다 비싸다 부럽다 잘다 뻔하다 싸다 흐드러지다 그립다 드넓다 남다르다 세다 아쉬우다 적다 아름다다 빡세다 싶다 앙증맞다 쓸데없다 즐겁다 흐리다 덥다,0
해파랑길 1코스,환하다 귀찮다 귀엽다 징그럽다 짙다 나쁘다 차다 낫다 세차다  시답다 지나치다 재미있다 가늘다 맛나다 붉다 옅다 멀다 춥다 엄청나다 휑하다 푸르다 굵다 눈부시다 힘차다 가깝다 궂다 반갑다 차갑다 이쁘다 가볍다 매섭다 멋지다 수많다 알차다 덥다 빠르다 묘하다 젊다 생뚱맞다 얕다 변함없다 똑같다 진하다 어렵다 어떻다 곧다 거칠다 상관없다 깊다 배부르다 맑다 느리다 좁다 바쁘다 낮다 더우다 싫다 빨갛다 무섭다 달갑다 아름답다 두껍다 밝다 맛없다 새롭다 급하다 훤하다 하얗다 부드럽다  무겁다 재미없다 고프다 뒤늦다 이렇다 아프다 거세다 멋있다 안타깝다 비싸다 부럽다 싸다 흐드러지다 드넓다 남다르다 세다 아쉬우다 적다 빡세다 즐겁다 흐리다 빡시다 경이롭다,2
해파랑길 2코스,환하다 귀찮다 귀엽다 징그럽다 짙다 나쁘다 낫다 세차다  시답다 지나치다 재미있다 가늘다 맛나다 붉다 옅다 저렇다 멀다 춥다 엄청나다 휑하다 푸르다 굵다 눈부시다 힘차다 가깝다 궂다 반갑다 차갑다 이쁘다 가볍다 매섭다 멋지다 수많다 알차다 덥다 빠르다 묘하다 젊다 얕다 변함없다 똑같다 진하다 어렵다 뜨겁다 곧다 거칠다 깊다 상관없다 맑다 느리다 좁다 바쁘다 낮다 더우다 싫다 빨갛다 무섭다 드세다 고맙다 달갑다 심하다 아름답다 두껍다 밝다 맛없다 새롭다 급하다 훤하다 하얗다 부드럽다  무겁다 재미없다 뒤늦다 이렇다 아프다 노랗다 거세다 멋있다 비싸다 부럽다 싸다 흐드러지다 드넓다 남다르다 세다 적다 빡세다 즐겁다 흐리다 빡시다 경이롭다,2
허심청,웁다  무겁다 손색없다 고르다 얇다 깊다 어둡다 힘차다 약하다 맑다 가깝다 좁다 질기다 귀엽다 이렇다 낮다 반갑다 바쁘다 싫다 차갑다 아프다 엄청나다 색다르다 이쁘다 낫다 멋있다 야무지다 무섭다 낡다 어이없다 쪼끄맣다 가볍다  머다 어떻다 오지다 고맙다 강하다 조그맣다 멋지다 심하다 비싸다 알차다 부럽다 기쁘다 재미있다 빠르다 쩔다 젊다 밝다 비리다 적다 조다 얕다 빡세다 갓다 맵다 새롭다 진하다 어렵다 거하다 용하다 멀다 즐겁다 뜨겁다 흐리다 부드럽다 가까우다,1
헤이든,환하다 귀찮다 겉다 쎄다 귀엽다 나쁘다 차다 낫다 낡다  사납다 조다 맛나다 붉다 저렇다 멀다 춥다 엄청나다 시끄럽다 아무렇다 궂다 뜨거우다 이쁘다 어이없다 못지않다 씨다 강하다 수많다 멋지다 알차다 빠르다 젊다 똑같다 뜨겁다 어떻다 정신없다 깊다 배부르다 맑다 좁다 여깄다 흔하다 언짢다 더우다 싫다 습하다 야무지다 무섭다 힘드다 드세다 고맙다 아름답다 밝다 맛없다 새롭다 급하다 훤하다 옥다 하얗다 부드럽다 죠다  아깝다 고르다 얇다 뒤늦다 이렇다 뽀얗다 낯설다 아프다 멋있다 시다 샛노랗다 지겹다 비싸다 부럽다 잘다 싸다 드넓다 아쉬우다 세다 적다 지겨우다 즐겁다 흐리다 덥다,1
현대모터스튜디오 부산,귀찮다 쎄다 귀엽다 나쁘다 차다 낫다 폭넓다  비좁다 기쁘다 재미있다 까다롭다 뜻깊다 보람차다 기다랗다 멀다 춥다 인상깊다 엄청나다 굵다 가깝다 손쉽다 새파랗다 이쁘다 걸맞다 뛰어나다 가볍다 가느다 안쓰럽다 조그맣다 멋지다 수많다 알차다 어려우다 빠르다 묘하다 젊다 얕다 똑같다 어렵다 어떻다 깊다 상관없다 맑다 좁다 바쁘다 낮다 귀여우다 섭하다 야무지다 무섭다 힘드다 아름답다 밝다 새롭다 급하다 나다 틀림없다  무겁다 아깝다 떫다 고프다 이렇다 낯설다 멋있다 슴슴하다 안타깝다 비싸다 부럽다 아낌없다 놀랍다 그립다 적다 만만찮다 낯익다 즐겁다 흐리다 덥다 힘겹다,2
혜원정사,환하다 어지럽다 바르다 어리석다 즐거다 나쁘다 폭넓다 낫다 어두우다 낡다  사납다 능하다 엄하다 두렵다 하찮다 기쁘다 가늘다 함없다 가파르다 둥글다 붉다 고파다 멀다 부끄럽다 춥다 푸르다 드물다 복되다 정겹다 힘차다 앙하다 가깝다 재빠르다 부끄러우다 노하다 뛰어나다 강하다 수많다 굳다 어려우다 번거롭다 빠르다 젊다 외람되다 착하다 진하다 똑같다 어렵다 어떻다 잦다 거칠다 이롭다 한없다 깊다 상관없다 배부르다 맑다 느리다 좁다 흔하다 곱다 낮다 건하다 싫다 없다다 야무지다 무섭다 우습다 매끄럽다 아름답다 두껍다 덧없다 올바르다 밝다 검다 새롭다 급하다 하얗다 귀하다 나다 빈틈없다 활기차다 틀림없다 천하다 가엾다  얇다 끊임없다 오래다 이렇다 희다 옳다 아프다 그러하다 그지없다 기다 괴롭다 안타깝다 뜨다 한량없다 놀랍다 싸다 남다르다 세다 적다 아름다다 즐겁다 흐리다 가까우다,2
호천마을,틀리다 환하다 귀찮다 어둡다 겉다 찹다 쎄다 귀엽다 추하다 예뿌다 짙다 나쁘다 차다 커다랗다 굴뚝같다 추우다 낫다 낡다  비좁다 소용없다 두렵다 영락없다 지나치다 기쁘다 재미있다 슬프다 뜻깊다 애꿎다 가파르다 짜다 맛나다 붉다 맵다 저렇다 부끄럽다 멀다 춥다 인상깊다 엄청나다 푸르다 찐하다 뜬금없다 시끄럽다 드물다 정겹다 파랗다 지긋지긋하다 가깝다 아무렇다 외롭다 우하다 반갑다 손쉽다 재빠르다 차갑다 이쁘다 걸맞다 어이없다 못지않다 가볍다 씨다 안쓰럽다 매섭다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 어려우다 알차다 빠르다 존다 묘하다 젊다 덩그러다 값지다 착하다 똑같다 진하다 어렵다 차가우다 험하다 뜨겁다 용하다 감명깊다 놉다 어떻다 정신없다 곧다 거칠다 욱다 손색없다 감쪽같다 더럽다 깊다 배부르다 약하다 집지다 맑다 느리다 좁다 질기다 흔하다 곱다 낮다 바쁘다 힘겹다 더우다 싫다 귀여우다 습하다 섭하다 색다르다 어두다 빨갛다 야무지다 무섭다 버겁다 속상하다 힘드다 고맙다 요렇다 심하다 배고프다 아름답다 어딨다 밝다 검다 맛없다 새롭다 쨍하다 급하다 못나다 하얗다 야하다 부드럽다 순하다 나다 활기차다  아깝다 재미없다 고르다 얇다 스럽다 고프다 오래다 뒤늦다 쓰리다 이렇다 희다 낯설다 옳다 아프다 재수없다 거세다 멋있다 푸르르다 분하다 지겹다 오지다 비싸다 부럽다 뜨다 잘다 뻔하다 뿌옇다 놀랍다 싸다 고되다 그립다 드넓다 남다르다 아쉬우다 세다 적다 앙증맞다 빡세다 싶다 쓸데없다 즐겁다 못생기다 흐리다 덥다 어리다,0
홍연폭포,거칠다 보드랍다  해맑다 무겁다 덜하다 아깝다 깊다 드물다 힘차다 고프다 오래다 맑다 쎄다 날카롭다 좁다 가깝다 이렇다 귀엽다 낮다 반갑다 우렁차다 더우다 싫다 거세다 이쁘다 멋있다 무섭다 잽싸다 세차다 감질나다  두드러지다 춥다 안타깝다 멋지다 두렵다 비싸다 아름답다 지나치다 재미있다 빠르다 뜻깊다 가늘다 흐드러지다 젊다 밝다 미끄럽다 밭다 값지다 세다 적다 그립다 가파르다 붉다 야하다 어렵다 뜨겁다 쑥스럽다 즐겁다 흐리다 하얗다 덥다 어리다 엄청나다,2
화명생태공원,활기차다 푸르다 해맑다  환하다 시끄럽다 재미없다 얇다 어둡다 깊다 과하다 고르다 끊임없다 오래다 맑다 가깝다 좁다 귀엽다 징그럽다 이렇다 아무렇다 낮다 반갑다 손쉽다 예뿌다 싫다 엄청나다 시리다 이쁘다 안녕하다 야무지다 멋있다 무섭다  비좁다 가볍다 감질나다 강하다 멋지다 아름답다 지나치다 뿌옇다 재미있다 놀랍다 까다롭다 싸다 빠르다 흐드러지다 젊다 밝다 둥글다 아쉬우다 생뚱맞다 적다 붉다 새롭다 맵다 똑같다 쨍하다 저렇다 어렵다 우중충하다 즐겁다 멀다 춥다 부드럽다 덥다 정신없다 휑하다,2
화명생태공원(산악자전거),활기차다 푸르다 해맑다  환하다 시끄럽다 얇다 깊다 어둡다 넓디넓다 오래다 맑다 가깝다 귀엽다 이렇다 싫다 엄청나다 시리다 나쁘다 이쁘다 안녕하다 야무지다 멋있다 무섭다  가볍다 매섭다 멋지다 수많다 아름답다 지나치다 빠르다 재미있다 싸다 놀랍다 올바르다 젊다 밝다 둥글다 그립다 아쉬우다 세다 붉다 똑같다 급하다 어렵다 멀다 즐겁다 춥다 부드럽다 덥다 휑하다,2
화명수목원,가쁘다 싱그럽다 틀리다 가물다 귀찮다 어둡다 찹다 바르다 쎄다 연하다 귀엽다 징그럽다 누르다 예뿌다 짙다 나쁘다 족하다 낫다 안녕하다  비좁다 너그러다 소용없다 하찮다 지나치다 넒다 영락없다 기쁘다 재미있다 슬프다 가파르다 조다 설다 붉다 맛나다 옅다 갓다 맵다 멀다 궁하다 춥다 인상깊다 엄청나다 휑하다 푸르다 찐하다 굵다 무더우다 드물다 힘차다 정겹다 가깝다 외롭다 반갑다 손쉽다 차갑다 부끄러우다 이쁘다 탐스럽다 뛰어나다 못지않다 가볍다 쪼끄맣다 빼어나다 매섭다 강하다 알맞다 조그맣다 멋지다 수많다 굳다 알차다 빠르다 젊다 덩그러다 따갑다 얕다 지대다 착하다 똑같다 진하다 어렵다 어떻다 곧다 웁다 마땅찮다 손색없다 만다 상관없다 깊다 격하다 배부르다 약하다 저리다 맑다 느리다 좁다 곱다 바쁘다 낮다 습하다 싫다 더우다 섭하다 귀여우다 엷다 색다르다 빨갛다 야무지다 무섭다 헛되다 힘드다 속상하다 동그랗다 고맙다 사이좋다 심하다 성싶다 아름답다 예뻤다 두껍다 실하다 덧없다 밝다 밭다 검다 새롭다 맛없다 의좋다 쨍하다 급하다 거하다 부드럽다 나다 까맣다  습지다 여럽다 아깝다 고르다 재미없다 얇다 과하다 문제없다 오래다 뒤늦다 이렇다 희다 낯설다 옳다 머지않다 아프다 노랗다 멋있다 슬푸다 오지다 안타깝다 비싸다 부럽다 잘다 여리다 놀랍다 싸다 부러우다 그립다 드넓다 남다르다 아쉬우다 세다 적다 철없다 빡세다 쓸데없다 구지다 한결같다 즐겁다 흐리다 덥다 어리다 가까우다,0
화명수상레포츠타운,틀리다 덜하다 귀찮다 바르다 쎄다 뼈저리다 나쁘다 차다 커다랗다 굴뚝같다 낫다 안녕하다  비좁다 어떠다 기쁘다 재미있다 슬프다 누렇다 저렇다 멀다 부끄럽다 춥다 엄청나다 우연찮다 힘차다 가깝다 반갑다 차갑다 이쁘다 가볍다 까지다 강하다 멋지다 수많다 알차다 빠르다 젊다 따갑다 어렵다 뜨겁다 어떻다 상관없다 깊다 요상하다 넓디넓다 약하다 저리다 맑다 느리다 좁다 낮다 바쁘다 습하다 싫다 색다르다 무섭다 힘드다 고맙다 심하다 짝다 승하다 어떻하다 무서우다 새롭다 급하다 죠다  무겁다 아깝다 재미없다 고르다 얇다 기다라다 과하다 고프다 이렇다 아프다 멋있다 부럽다 놀랍다 싸다 아푸다 세다 빡세다 쓸데없다 즐겁다 흐리다 덥다 어리다,2
황령산,귀찮다 어둡다 귀엽다 얄짤없다 예뿌다 나쁘다 낫다 추우다  촌스럽다 지나치다 맛나다 붉다 맵다 저렇다 멀다 뜬금없다 시끄럽다 정겹다 파랗다 가깝다 재빠르다 차갑다 이쁘다 어이없다 가볍다 강하다 조그맣다 알차다 어려우다 빠르다 존다 젊다 재다 똑같다 어렵다 웁다 맑다 좁다 질기다 흔하다 낮다 바쁘다 싫다 귀여우다 빨갛다 야무지다 무섭다 속상하다 힘드다 우습다 고맙다 사이좋다 배고프다 아름답다 밝다 박하다 맛없다 검다 급하다 거하다 부드럽다 순하다  재미나다 얇다 고프다 오래다 낯설다 옳다 아프다 멋있다 부럽다 뿌옇다 싸다 아쉬우다 적다 빡세다 즐겁다 흐리다,1
황령산 전망대,가쁘다 어리다 싱그럽다 아름다우다 틀리다 발다 어림없다 덜하다 환하다 호되다 귀찮다 어둡다 찹다 쎄다 연하다 귀엽다 증하다 갑작스럽다 얄짤없다 즐거다 예뿌다 짙다 나쁘다 차다 낫다 추우다 안녕하다 어두우다 폭넓다 시덥잖다 낡다 세차다 비좁다 잽싸다 유례없다  대차다 따숩다 촌스럽다 지나치다 넒다 영락없다 기쁘다 재미있다 슬프다 밤늦다 뜻깊다 가파르다 둥글다 싱겁다 조다 옅다 붉다 맛나다 갓다 맵다 심심찮다 저렇다 멀다 춥다 인상깊다 엄청나다 푸르다 찐하다 해맑다 굵다 눈부시다 후지다 뜬금없다 시끄럽다 읎다 드물다 정겹다 힘차다 파랗다 이채롭다 지긋지긋하다 가깝다 새빨갛다 쉬우다 아무렇다 가벼우다 외롭다 반갑다 손쉽다 재빠르다 뜨거우다 차갑다 건방지다 이쁘다 거침없다 걸맞다 어이없다 뛰어나다 가볍다 못지않다 멋들어지다 빡쎄다 빼어나다 매섭다 강하다 조그맣다 멋지다 수많다 굳다 파아랗다 알차다 어려우다 기름지다 기막히다 빠르다 존다 묘하다 젊다 재다 부드러우다 따갑다 새까맣다 얕다 지대다 착하다 똑같다 진하다 어렵다 험하다 둥그렇다 뜨겁다 용하다 놉다 어떻다 정신없다 잦다 거칠다 자그맣다 손색없다 무덥다 름없다 이롭다 구리다 깊다 상관없다 두텁다 배부르다 약하다 맑다 느리다 좁다 질기다 흔하다 곱다 낮다 바쁘다 습하다 싫다 귀여우다 섭하다 더우다 없다다 색다르다 빨갛다 야무지다 무섭다 줄기차다 속상하다 힘드다 헛되다 업다 우습다 짠하다 동그랗다 고맙다 먹먹하다 매끄럽다 사이좋다 심하다 끈질기다 얄궂다 아름답다 어딨다 두껍다 예뻤다 실하다 관계없다 무지하다 게으르다 밝다 미우다 박하다 맛없다 새롭다 검다 급하다 훤하다 거하다 하얗다 귀하다 부드럽다 나다 순하다 죠다 동떨어지다 묽다  무겁다 아깝다 고르다 얇다 과하다 고프다 수줍다 오래다 뒤늦다 형편없다 이렇다 뽀얗다 낯설다 옳다 아프다 거세다 멋있다 시다 감질나다 시답잖다 지겹다 안타깝다 비싸다 부럽다 뜨다 잘다 뻔하다 뿌옇다 놀랍다 싸다 부러우다 고되다 흐드러지다 역하다 그립다 드넓다 자리다 비리다 아쉬우다 철없다 적다 세다 만만찮다 남다르다 앙증맞다 싶다 빡세다 쓸데없다 즐겁다 시원찮다 성하다 흐리다 덥다 힘겹다 가까우다,0
회동수원지,옛스럽다 귀찮다 겉다 어둡다 찹다 연하다 귀엽다 예뿌다 짙다 나쁘다 차다 낫다 안녕하다 낡다  어떠다 두렵다 지나치다 기쁘다 재미있다 슬프다 뜻깊다 둥글다 싱겁다 맛나다 붉다 익다 맵다 옅다 저렇다 멀다 부끄럽다 춥다 인상깊다 엄청나다 푸르다 찐하다 굵다 뜬금없다 시끄럽다 읎다 드물다 파랗다 가깝다 새빨갛다 반갑다 부끄러우다 이쁘다 걸맞다 멋들어지다 가볍다 매섭다 강하다 멋지다 수많다 굳다 알차다 빠르다 묘하다 부드러우다 젊다 착하다 변함없다 진하다 똑같다 어렵다 뜨겁다 어떻다 정신없다 만다 깊다 상관없다 배부르다 약하다 맑다 느리다 좁다 질기다 흔하다 곱다 낮다 바쁘다 습하다 싫다 귀여우다 색다르다 빨갛다 야무지다 무섭다 힘드다 우습다 동그랗다 고맙다 심하다 어딨다 아름답다 두껍다 실하다 밝다 검다 맛없다 새롭다 급하다 아까우다 귀하다 부드럽다 나다 까맣다 틀림없다  무겁다 고르다 얇다 과하다 고프다 수줍다 뒤늦다 이렇다 아프다 노랗다 멋있다 슬푸다 안타깝다 벅차다 비싸다 부럽다 잘다 놀랍다 싸다 비리다 남다르다 아쉬우다 세다 적다 앙증맞다 즐겁다 빡시다 덥다 힘겹다 가까우다,1
회동수원지 둘레길,푸르다  빡시다 고르다 깊다 과하다 고프다 파랗다 맑다 가깝다 좁다 느리다 곱다 바쁘다 반갑다 낮다 예뿌다 싫다 나쁘다 아프다 이쁘다 야무지다 무섭다  가볍다 매섭다 강하다 고맙다 멋지다 심하다 알차다 부럽다 아름답다 기쁘다 빠르다 젊다 밝다 남다르다 둥글다 세다 적다 앙증맞다 맛나다 붉다 익다 진하다 똑같다 어렵다 멀다 뜨겁다 즐겁다 춥다 부드럽다 덥다 가까우다,2
흰여울문화마을,틀리다 귀찮다 두서없다 성스럽다 나쁘다 낡다  어떠다 불만족스럽다 저렇다 냅다 길고길다 찐하다 해맑다 야물딱지다 차갑다 이쁘다 못지않다 조그맣다 알차다 번거롭다 존다 시퍼렇다 젊다 따갑다 걸다 친하다 누리다 값싸다 무덥다 름없다 찌뿌둥하다 느리다 여깄다 새카맣다 곱다 낮다 희뿌옇다 삐뚫다 속상하다 요렇다 아름답다 얌전하다 게으르다 맛없다 옥다 고르다 재미나다 스럽다 수줍다 뒤늦다 뽀얗다 지겹다 벅차다 쌔까맣다 뿌옇다 놀랍다 찰지다 깜다 비리다 더디다 억세다 아쉬우다 앙증맞다 싶다 쓸데없다 한결같다 식다 어리다 덜하다 단촐하다 주의깊다 따시다 징그럽다 추우다 안녕하다 어두우다 세차다 비좁다 사납다 엄하다 지나치다 집다 붉다 맛나다 심심찮다 숨차다 멀다 부끄럽다 달르다 외지다 구다 나섭다 푸르다 정겹다 힘차다 새파랗다 부끄러우다 어이없다 매섭다 짧디짧다 칩다 어려우다 묘하다 쩔다 덩그러다 똑같다 진하다 어렵다 맑디맑다 어떻다 잦다 상관없다 격하다 맑다 좁다 질기다 언짢다 귀여우다 빨갛다 고마우다 무섭다 부시다 힘드다 고맙다 달갑다 배고프다 어딨다 무지하다 살갑다 새롭다 급하다 하얗다 활기차다 아깝다 과하다 오래다 이렇다 희다 아프다 슴슴하다 그지없다 오지다 자리다 지겨우다 빡세다 모질다 멀고멀다 덥다 멋없다 환하다 어지럽다 어둡다 같잖다 갑작스럽다 예뿌다 짙다 기똥차다 잽싸다 별하다 시답다 얼큰하다 두렵다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 조다 허옇다 갓다 맵다 춥다 인상깊다 우연찮다 굵다 시끄러우다 시끄럽다 읎다 드물다 좁디좁다 파랗다 가깝다 궂다 반갑다 뜨거우다 드럽다 가볍다 수많다 멋지다 굳다 빠르다 부드러우다 서글프다 얕다 변함없다 험하다 정신없다 거칠다 더럽다 선하다 배부르다 약하다 널럴하다 저리다 어마다 습하다 싫다 더우다 시리다 줄기차다 머다 헛되다 동그랗다 심하다 흥겹다 예뻤다 밝다 쨍하다 훤하다 귀하다 부드럽다 죠다 까맣다 재미없다 고프다 낯설다 옳다 노랗다 푸르르다 시다 가팔르다 비싸다 뜨다 잘다 남다르다 어여쁘다 적다 즐겁다 불티나다 흐리다 힘겹다 좁다랗다 겉다 찹다 바르다 쎄다 연하다 귀엽다 후하다 어리석다 차다 커다랗다 굴뚝같다 낫다 따숩다 소용없다 재미있다 까다롭다 외다 가파르다 싱겁다 누렇다 엄청나다 눈부시다 흉하다 아무렇다 외롭다 재빠르다 어줍다 걸맞다 강하다 알맞다 재다 새까맣다 착하다 뜨근하다 뜨겁다 쑥스럽다 감명깊다 자그맣다 웁다 손색없다 감쪽같다 만다 구리다 깊다 흔하다 바쁘다 탁하다 마다 섭하다 색다르다 야무지다 어설프다 우습다 매끄럽다 벌겋다 실하다 쓸모없다 미끄럽다 검다 거하다 나다 순하다 묽다  무겁다 얇다 멋있다 얄밉다 슬푸다 안타깝다 끝없다 부럽다 싸다 쓰다 그립다 드넓다 세다 철없다 가까우다,0
히떼로스터리,틀리다 귀찮다 주옥같다 겉다 연하다 귀엽다 짙다 파라다 낫다 유례없다  비좁다 민하다 촌스럽다 지나치다 슬프다 재미있다 싱겁다 꾸밈없다 맵다 저렇다 멀다 춥다 인상깊다 엄청나다 뜬금없다 시끄럽다 힘차다 파랗다 가깝다 이쁘다 걸맞다 가볍다 강하다 알맞다 멋지다 알차다 빠르다 묘하다 젊다 따갑다 진하다 어렵다 정신없다 보드랍다 깊다 약하다 맑다 좁다 낮다 싫다 색다르다 야무지다 무섭다 고맙다 요렇다 심하다 아름답다 밝다 맛없다 새롭다 검다 쨍하다 급하다 훤하다 하얗다 야하다 부드럽다 묽다  랍다 무겁다 아깝다 고르다 떫다 얇다 과하다 고프다 이렇다 옳다 아프다 멋있다 시다 슴슴하다 비싸다 부럽다 잘다 세다 아쉬우다 적다 즐겁다 흐리다 덥다,1
